Unnamed: 0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,22/01/1900,extra che mi vengono in mente ma non sono importatini per la tavola prospect al momento (anche se potrebbero comparire come variabili nella descrizione volendo),Unnamed: 24,Unnamed: 25,Unnamed: 26,ancoraggio,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,NOTE PER L'UFFICIO TECNICO,Unnamed: 33,Unnamed: 34,Unnamed: 35
tr92,,110x65x180,<100,>14 / 140cm,365x410,,,,,,,,"- ISTRUZIONI: 
Afferrare le impugnature delle ruote rotanti con entrambe le mani e ruotare le ruote nella stessa direzione o in quella opposta.
 Rafforza e migliora la flessibilità delle articolazioni della spalla e del gomito. Ha un effetto notevole per curare il disturbo funzionale delle spalle congelate.

- MATERIALI: 
Tubi in acciaio ɸ 88,9 mm e spessore 3,6 mm.
 Altri elementi tubolari - tubi in acciaio ɸ 33,7 e 48,3 mm e spessore 3,2 mm. 

- PROTEZIONE CORROSIONE:
Zincatura  a caldo e verniciatura a polveri.
 Conforme UNI EN 16630:2015-06.
 Resistente a intemperie e raggi UV.","- Instructions: 
Grab the handles of the rotating wheels with both hands and rotate the wheels in the same direction or in the opposite one. 
 It strengthens and improves the flexibility of the shoulder and elbow joints. It has a remarkable effect to treat the functional disorder of the frozen shoulders. 

- Materials: 
Steel pipes ɸ 88.9 mm and thickness 3.6 mm. 
 Other tubular elements - steel pipes ɸ 33.7 and 48.3 mm and 3.2 mm thickness. 

- Corrosion protection: 
Warm galvanizing and dust painting. 
 Compliant UNI EN 16630: 2015-06. 
 Resistant to unmipers and UV rays.",,Acciaio Inox,,EN-16630,1,,,,,,https://sketchfab.com/models/3e53f89a00744027b6371b1ac7b43861/embed,,,Tai Chi Spinner Double,,,"- Anweisungen:
Schnappen Sie sich die Griffe der rotierenden Räder mit beiden Händen und drehen Sie die Räder in die gleiche Richtung oder in der anderen Seite. 
 Es stärkt und verbessert die Flexibilität der Schulter- und Ellbogengelenke. Es hat eine bemerkenswerte Wirkung, um die funktionelle Störung der gefrorenen Schultern zu behandeln. 

- Materialien:
Stahlrohre ɸ 88,9 mm und Dicke 3,6 mm. 
 Andere tubuläre Elemente - Stahlrohre ɸ 33,7 und 48,3 mm und 3,2 mm Dicke. 

- Korrosionsschutz:
Warmes Verzierung und Staubmalerei. 
 Konform Uni EN 16630: 2015-06. 
 Resistent gegen Unmipers und UV -Strahlen.",,,,
tr91,,85x40x180,<100,>14 / 140cm,385x340,,,,,,,,"- ISTRUZIONI: 
Rafforza e migliora la flessibilità delle articolazioni della spalla e del gomito. Ha un effetto notevole per curare i disturbi funzionali delle spalle congelate.
 State in piedi con i piedi divaricati e ben appoggiati a terra. Assicurarsi di mantenere la postura eretta e la testa alta. Con una mano impugnare la maniglia e ruotarla in senso orario o antiorario.

- MATERIALI: 
Costruzione - tubi in acciaio ɸ 88,9 mm e spessore 3,6 mm.
 Altri elementi tubolari - tubi in acciaio ɸ 48,3 mm e spessore 3,2 mm.

- PROTEZIONE CORROSIONE:
Zincatura  a caldo e verniciatura a polveri.
 Conforme UNI EN 16630:2015-06.
 Resistente a intemperie e raggi UV.","- Instructions: 
It strengthens and improves the flexibility of the shoulder and elbow joints. It has a remarkable effect to treat the functional disorders of the frozen shoulders. 
 Stand with your feet spread and well leaning on the ground. Make sure to keep the posture erect and your head high. With one hand, hold the handle and rotate it clockwise or anti -clockwise. 

- Materials: 
Construction - Steel pipes ɸ 88.9 mm and 3.6 mm thickness. 
 Other tubular elements - steel pipes ɸ 48.3 mm and thickness 3.2 mm. 

- Corrosion protection: 
Warm galvanizing and dust painting. 
 Compliant UNI EN 16630: 2015-06. 
 Resistant to unmipers and UV rays.",,Acciaio Inox,,EN-16630,1,,,,,,https://sketchfab.com/models/9c9048882d49458ebbadde191a472f72/embed,,,Tai Chi Spinner Big,,,"- Anweisungen:
Es stärkt und verbessert die Flexibilität der Schulter- und Ellbogengelenke. Es hat eine bemerkenswerte Wirkung, um die funktionellen Störungen der gefrorenen Schultern zu behandeln. 
 Stehen Sie mit ausbreitenden Füßen und lehnen sich gut auf den Boden. Stellen Sie sicher, dass Sie die Haltung und Ihren Kopf hoch halten. Halten Sie den Griff mit einer Hand und drehen Sie ihn im Uhrzeigersinn oder gegen gegen den Uhrzeigersinn. 

- Materialien:
Konstruktion - Stahlrohre ɸ 88,9 mm und 3,6 mm Dicke. 
 Andere tubuläre Elemente - Stahlrohre ɸ 48,3 mm und Dicke 3,2 mm. 

- Korrosionsschutz:
Warmes Verzierung und Staubmalerei. 
 Konform Uni EN 16630: 2015-06. 
 Resistent gegen Unmipers und UV -Strahlen.",,,,
tr73,,60x10x180,<100,,310x360,,,,,,,,"- MATERIALI: 
Tubi in acciaio ɸ 88,9 mm e spessore 3,6 mm.
 Altri elementi tubolari - tubi in acciaio ɸ 33,7 e 48,3 mm e spessore 3,2 mm. 

- PROTEZIONE CORROSIONE:
Zincatura  a caldo e verniciatura a polveri.
 Conforme UNI EN 16630:2015-06.
 Resistente a intemperie e raggi UV.","- Materials: 
Steel pipes ɸ 88.9 mm and thickness 3.6 mm. 
 Other tubular elements - steel pipes ɸ 33.7 and 48.3 mm and 3.2 mm thickness. 

- Corrosion protection: 
Warm galvanizing and dust painting. 
 Compliant UNI EN 16630: 2015-06. 
 Resistant to unmipers and UV rays.",,Acciaio Inox,,EN-16630,,,,,,,https://sketchfab.com/models/c69f83aab6f040a2b0cb5c11baaed2a9/embed,,,Info Board Pylon,,,"- Materialien:
Stahlrohre ɸ 88,9 mm und Dicke 3,6 mm. 
 Andere tubuläre Elemente - Stahlrohre ɸ 33,7 und 48,3 mm und 3,2 mm Dicke. 

- Korrosionsschutz:
Warmes Verzierung und Staubmalerei. 
 Konform Uni EN 16630: 2015-06. 
 Resistent gegen Unmipers und UV -Strahlen.",,,,
tr72,,20x20x175,<100,,320x320,,,,,,,,"- MATERIALI: 
Tubi in acciaio ɸ 88,9 mm e spessore 3,6 mm.

- PROTEZIONE CORROSIONE:
Zincatura  a caldo e verniciatura a polveri.
 Conforme UNI EN 16630:2015-06.
 Resistente a intemperie e raggi UV.","- Materials: 
Steel pipes ɸ 88.9 mm and thickness 3.6 mm. 

- Corrosion protection: 
Warm galvanizing and dust painting. 
 Compliant UNI EN 16630: 2015-06. 
 Resistant to unmipers and UV rays.",,Acciaio Inox,,EN-16630,,,,,,,https://sketchfab.com/models/43e731edc5df4026bdf2ac503b35a96e/embed,,,Palo Info Board ,,,"- Materialien:
Stahlrohre ɸ 88,9 mm und Dicke 3,6 mm. 

- Korrosionsschutz:
Warmes Verzierung und Staubmalerei. 
 Konform Uni EN 16630: 2015-06. 
 Resistent gegen Unmipers und UV -Strahlen.",,,,
tr105,,90x110x180,<100,>14 / 140cm,410x390,,,,,,,,"- ISTRUZIONI: 
Seduti, afferrare le maniglie. 
 Con un movimento rapido e fluido, tirare le maniglie verso l'addome e tornare lentamente alla posizione iniziale.
 Rafforza i muscoli di petto, braccia e schiena. 
 Modella perfettamente la parte superiore del busto.

- MATERIALI: 
Tubi d'acciaio ɸ 88,9 mm e spessore 3,6 mm. 
 Altri elementi del tubo - tubi d'acciaio ɸ 48,3 mm e spessore 3,2 mm.
 Pedane e sedile - lamiera d'acciaio di spessore 3 mm.

- PROTEZIONE CORROSIONE:
Zincatura  a caldo e verniciatura a polveri.
 Conforme UNI EN 16630:2015-06.
 Resistente a intemperie e raggi UV.","- Instructions: 
Sitting, grab the handles. 
 With a quick and fluid movement, pull the handles towards the abdomen and slowly return to the initial position. 
 Strengthen the chest, arms and back muscles. 
 Perfectly model the upper part of the bust. 

- Materials: 
Steel pipes ɸ 88.9 mm and thickness 3.6 mm. 
 Other elements of the tube - Steel pipes ɸ 48.3 mm and 3.2 mm thickness. 
 Platles and seat - 3 mm thick steel sheet. 

- Corrosion protection: 
Warm galvanizing and dust painting. 
 Compliant UNI EN 16630: 2015-06. 
 Resistant to unmipers and UV rays.",,Acciaio Inox,,EN-16630,1,,,,,,https://sketchfab.com/models/3bffa7ff856e41e5bd1a7cfebc124250/embed,,,Butterfly,,,"- Anweisungen:
Sitzen, greifen Sie die Griffe. 
 Ziehen Sie mit einer schnellen und flüssigen Bewegung die Griffe zum Bauch und kehren Sie langsam in die Anfangsposition zurück. 
 Stärken Sie die Brust, die Arme und die Rückenmuskeln. 
 Perfekt modellieren Sie den oberen Teil der Büste. 

- Materialien:
Stahlrohre ɸ 88,9 mm und Dicke 3,6 mm. 
 Andere Elemente des Rohrs - Stahlrohre ɸ 48,3 mm und 3,2 mm Dicke. 
 Platte und Sitz - 3 mm dicker Stahlblech. 

- Korrosionsschutz:
Warmes Verzierung und Staubmalerei. 
 Konform Uni EN 16630: 2015-06. 
 Resistent gegen Unmipers und UV -Strahlen.",,,,
tr104,,65x100x180,<100,>14 / 140cm,400x365,,,,,,,,"- ISTRUZIONI: 
Posizionarsi tra le parallele e tenere le sbarre con ogni mano.
 Sollevare il corpo rafforzando i gomiti, quindi piegare i gomiti per scendere.
 Rafforza petto, spalle, addominali superiori e medi, avambracci e tricipiti.
 Aiuta a mantenere una buona postura del corpo.

- MATERIALI: 
Tubi d'acciaio ɸ 88,9 mm e spessore 3,6 mm. 
 Altri elementi del tubo - tubi d'acciaio ɸ 48,3 mm e spessore 3,2 mm.

- PROTEZIONE CORROSIONE:
Zincatura  a caldo e verniciatura a polveri.
 Conforme UNI EN 16630:2015-06.
 Resistente a intemperie e raggi UV.","- Instructions: 
Position yourself between the parallels and hold the bars with each hand. 
 Lift the body by strengthening the elbows, then bend the elbows to go down. 
 Strengthen the chest, shoulders, upper and medium abdominals, forearms and triceps. 
 It helps to maintain a good body posture. 

- Materials: 
Steel pipes ɸ 88.9 mm and thickness 3.6 mm. 
 Other elements of the tube - Steel pipes ɸ 48.3 mm and 3.2 mm thickness. 

- Corrosion protection: 
Warm galvanizing and dust painting. 
 Compliant UNI EN 16630: 2015-06. 
 Resistant to unmipers and UV rays.",,Acciaio Inox,,EN-16630,1,,,,,,https://sketchfab.com/models/d773a214778c40c6a01e70582b08cc9b/embed,,,Parallel Bars,,,"- Anweisungen:
Positionieren Sie sich zwischen den Parallelen und halten Sie die Balken mit jeder Hand. 
 Heben Sie den Körper, indem Sie die Ellbogen stärken, und beugen Sie die Ellbogen, um nach unten zu gehen. 
 Stärken Sie die Brust, Schultern, obere und mittlere Bauchmuskeln, Unterarme und Trizeps. 
 Es hilft, eine gute Körperhaltung zu erhalten. 

- Materialien:
Stahlrohre ɸ 88,9 mm und Dicke 3,6 mm. 
 Andere Elemente des Rohrs - Stahlrohre ɸ 48,3 mm und 3,2 mm Dicke. 

- Korrosionsschutz:
Warmes Verzierung und Staubmalerei. 
 Konform Uni EN 16630: 2015-06. 
 Resistent gegen Unmipers und UV -Strahlen.",,,,
tr103,,85x70x180,<100,>14 / 140cm,385x370,,,,,,,,"- ISTRUZIONI: 
Posizionare i piedi sulla piattaforma. Afferrare le maniglie con entrambe le mani. Allontanare e riavvicinare i piedi. È possibile modificare la velocità.
 Rafforza gli arti inferiori e gli addominali.
 Migliora il funzionamento del sistema circolatorio e modella la coordinazione motoria. Aiuta a ridurre l'adipe.

- MATERIALI: 
Tubi d'acciaio ɸ 88,9 mm e spessore 3,6 mm.
 Altri elementi tubolari - tubi d'acciaio ɸ 48,3 mm e spessore 3,2 mm.
 Pedane e sedile - piastra d'acciaio spessore 3 mm

- PROTEZIONE CORROSIONE:
Zincatura  a caldo e verniciatura a polveri.
 Conforme UNI EN 16630:2015-06.
 Resistente a intemperie e raggi UV.","- Instructions: 
Place the feet on the platform. Grab the handles with both hands. Remove and bring the feet closer. You can change the speed. 
 Strengthen the lower limbs and the abs. 
 It improves the functioning of the circulatory system and model motor coordination. It helps to reduce fat. 

- Materials: 
Steel pipes ɸ 88.9 mm and thickness 3.6 mm. 
 Other tubular elements - steel pipes ɸ 48.3 mm and thickness 3.2 mm. 
 Platles and seat - 3 mm thick steel plate 

- Corrosion protection: 
Warm galvanizing and dust painting. 
 Compliant UNI EN 16630: 2015-06. 
 Resistant to unmipers and UV rays.",,Acciaio Inox,,EN-16630,1,,,,,,https://sketchfab.com/models/721b7d4a081841a89e70c27a99eda4a6/embed,,,Jumping Jack,,,"- Anweisungen:
Legen Sie die Füße auf die Plattform. Schnappen Sie sich die Griffe mit beiden Händen. Entfernen und die Füße näher bringen. Sie können die Geschwindigkeit ändern. 
 Stärken Sie die unteren Gliedmaßen und die Bauchmuskeln. 
 Es verbessert die Funktionsweise des Kreislaufsystems und der Modellmotor -Koordination. Es hilft, Fett zu reduzieren. 

- Materialien:
Stahlrohre ɸ 88,9 mm und Dicke 3,6 mm. 
 Andere tubuläre Elemente - Stahlrohre ɸ 48,3 mm und Dicke 3,2 mm. 
 Platte und Sitz - 3 mm dicke Stahlplatte

- Korrosionsschutz:
Warmes Verzierung und Staubmalerei. 
 Konform Uni EN 16630: 2015-06. 
 Resistent gegen Unmipers und UV -Strahlen.",,,,
tr102,,70x80x180,<100,>14 / 140cm,380x370,,,,,,,,"- ISTRUZIONI: 
Tenere le maniglie con entrambe le mani e salire sui pedali con entrambi i piedi. 
 Iniziare a marciare.
 Rafforza i muscoli degli arti superiori e inferiori e migliora la coordinazione e la flessibilità delle articolazioni.

- MATERIALI: 
Tubi d'acciaio ɸ 88,9 mm e spessore 3,6 mm.
 Altri elementi tubolari - tubi d'acciaio ɸ 48,3 mm e spessore 3,2 mm.
 Pedane e sedile - piastra d'acciaio spessore 3 mm

- PROTEZIONE CORROSIONE:
Zincatura  a caldo e verniciatura a polveri.
 Conforme UNI EN 16630:2015-06.
 Resistente a intemperie e raggi UV.","- Instructions: 
Keep the handles with both hands and get on the pedals with both feet. 
 Start marching. 
 Strengthens the muscles of the upper and lower limbs and improves the coordination and flexibility of the joints. 

- Materials: 
Steel pipes ɸ 88.9 mm and thickness 3.6 mm. 
 Other tubular elements - steel pipes ɸ 48.3 mm and thickness 3.2 mm. 
 Platles and seat - 3 mm thick steel plate 

- Corrosion protection: 
Warm galvanizing and dust painting. 
 Compliant UNI EN 16630: 2015-06. 
 Resistant to unmipers and UV rays.",,Acciaio Inox,,EN-16630,1,,,,,,https://sketchfab.com/models/af9ea3b923b54e34a3136e2dc8ef90fa/embed,,,Standing Stepper,,,"- Anweisungen:
Halten Sie die Griffe mit beiden Händen und steigen Sie mit beiden Füßen auf die Pedale. 
 Fang an zu marschieren. 
 Stärkt die Muskeln der oberen und unteren Gliedmaßen und verbessert die Koordination und Flexibilität der Gelenke. 

- Materialien: 
Stahlrohre ɸ 88,9 mm und Dicke 3,6 mm. 
 Andere tubuläre Elemente - Stahlrohre ɸ 48,3 mm und Dicke 3,2 mm. 
 Platte und Sitz - 3 mm dicke Stahlplatte

- Korrosionsschutz:
Warmes Verzierung und Staubmalerei. 
 Konform Uni EN 16630: 2015-06. 
 Resistent gegen Unmipers und UV -Strahlen.",,,,
tr101,,80x75x180,<100,>14 / 140cm,380x375,,,,,,,,"- ISTRUZIONI: 
Afferrare le maniglie e appoggiare i piedi sulla pedana. 
 Coinvolgendo i muscoli dell'addome e dei fianchi, simulare i movimenti di oscillazione.
 Rafforza gli addominali, la schiena e i glutei. 
 Migliora il funzionamento del sistema respiratorio e circolatorio.
 Aiuta a bruciare il tessuto adiposo. Modella la coordinazione motoria.

- MATERIALI: 
Tubi d'acciaio ɸ 88,9 mm e spessore 3,6 mm.
 Altri elementi tubolari - tubi d'acciaio ɸ 48,3 mm e spessore 3,2 mm.
 Pedane e sedile - piastra d'acciaio spessore 3 mm

- PROTEZIONE CORROSIONE:
Zincatura  a caldo e verniciatura a polveri.
 Conforme UNI EN 16630:2015-06.
 Resistente a intemperie e raggi UV.","- Instructions: 
Grab the handles and place your feet on the platform. 
 By involving the muscles of the abdomen and hips, simulate the oscillation movements. 
 Strengthen the abs, the back and the buttocks. 
 Improves the functioning of the respiratory and circulatory system. 
 It helps to burn the adipose tissue. Model the motor coordination. 

- Materials: 
Steel pipes ɸ 88.9 mm and thickness 3.6 mm. 
 Other tubular elements - steel pipes ɸ 48.3 mm and thickness 3.2 mm. 
 Platles and seat - 3 mm thick steel plate 

- Corrosion protection: 
Warm galvanizing and dust painting. 
 Compliant UNI EN 16630: 2015-06. 
 Resistant to unmipers and UV rays.",,Acciaio Inox,,EN-16630,1,,,,,,https://sketchfab.com/models/9ba4033c08874781b3d11edebb89e20e/embed,,,Pendulum,,,"- Anweisungen:
Nehmen Sie die Griffe und legen Sie Ihre Füße auf die Plattform. 
 Simulieren Sie die Schwingungsbewegungen durch die Einbeziehung der Muskeln des Bauches und der Hüften. 
 Stärken Sie die Bauchmuskeln, den Rücken und das Gesäß. 
 Verbessert die Funktionsweise des Atem- und Kreislaufsystems. 
 Es hilft, das Fettgewebe zu verbrennen. Modellieren Sie die motorische Koordination. 

- Materialien:
Stahlrohre ɸ 88,9 mm und Dicke 3,6 mm. 
 Andere tubuläre Elemente - Stahlrohre ɸ 48,3 mm und Dicke 3,2 mm. 
 Platte und Sitz - 3 mm dicke Stahlplatte

- Korrosionsschutz:
Warmes Verzierung und Staubmalerei. 
 Konform Uni EN 16630: 2015-06. 
 Resistent gegen Unmipers und UV -Strahlen.",,,,
tr100,,70x80x180,<100,>14 / 140cm,380x370,,,,,,,,"- ISTRUZIONI: 
Afferrare le maniglie con entrambe le mani. Posizionare i piedi sulla piattaforma rotante. 
 Piegare leggermente le ginocchia e ruotare i fianchi da un lato all'altro facendo attenzione a mantenere le spalle ferme durante il movimento.
 Rafforza e allunga gli obliqui esterni, interni e i muscoli della schiena.

- MATERIALI: 
Tubi d'acciaio ɸ 88,9 mm e spessore 3,6 mm.
 Altri elementi tubolari - tubi d'acciaio ɸ 48,3 mm e spessore 3,2 mm.
 Pedane e sedile - piastra d'acciaio spessore 3 mm

- PROTEZIONE CORROSIONE:
Zincatura  a caldo e verniciatura a polveri.
 Conforme UNI EN 16630:2015-06.
 Resistente a intemperie e raggi UV.","- Instructions: 
Grab the handles with both hands. Place the feet on the rotating platform. 
 Lightly bend the knees and rotate the hips from one side to the other, paying attention to keeping the shoulders still during the movement. 
 Strengthen and stretches the external obliques, interiors and the back muscles. 

- Materials: 
Steel pipes ɸ 88.9 mm and thickness 3.6 mm. 
 Other tubular elements - steel pipes ɸ 48.3 mm and thickness 3.2 mm. 
 Platles and seat - 3 mm thick steel plate 

- Corrosion protection: 
Warm galvanizing and dust painting. 
 Compliant UNI EN 16630: 2015-06. 
 Resistant to unmipers and UV rays.",,Acciaio Inox,,EN-16630,1,,,,,,https://sketchfab.com/models/7ac2658640ab482884683a33579d557b/embed,,,Hip Twister,,,"- Anweisungen:
Schnappen Sie sich die Griffe mit beiden Händen. Legen Sie die Füße auf die rotierende Plattform. 
 Beugen Sie die Knie leicht und drehen Sie die Hüften von einer Seite zur anderen und achten Sie darauf, die Schultern während der Bewegung still zu halten. 
 Stärken und streckt die äußeren Schrägen, Innenräume und die Rückenmuskeln. 

- Materialien:
Stahlrohre ɸ 88,9 mm und Dicke 3,6 mm. 
 Andere tubuläre Elemente - Stahlrohre ɸ 48,3 mm und Dicke 3,2 mm. 
 Platte und Sitz - 3 mm dicke Stahlplatte

- Korrosionsschutz:
Warmes Verzierung und Staubmalerei. 
 Konform Uni EN 16630: 2015-06. 
 Resistent gegen Unmipers und UV -Strahlen.",,,,
xi200,,734x534x392,144,>3,989x736,66,,,,,,,"COMPOSTA DA:

- torre piramidale a base triangolare lato cm 247
- pianale triangolare h cm 144 in assi sp. mm 42
- montanti in legno bilamellare sez. cm 11,5x11,5 + staffa al suolo
- calotta circolare per testa piantoni in acciaio verniciato
- barre semicircolari in tubolare acciaio inox
- rete arrampico a trefoli in acciaio mm 16 rivestiti in polipropilene 
- ponte tunnel a rete con trefoli mm 16 di cui sopra
- due scivoli h cm 144 in polietilene stampo rotazionale 
- il polietilene è riciclabile al 100%
- kit bulloneria zincata con tappi plastici","COMPOSED OF:
 
- pyramidal towers with a triangular base: side 247 cm
- triangular platforms: h 144 cm made of planks: 42 mm thick
- Glulam two-layer struts: cross section 11.5x11.5 cm + ground bracket
- painted steel circular cap for strut head
- semicircular tubular stainless steel bars
- 16 mm twisted climbing nets covered in polypropylene 
- 16 mm twisted net tunnel bridge as above
- two rotationally-moulded polyethylene slides: h144 cm 
- kit with galvanised bolts and plastic plugs",,"Legno Trattato, Polietilene, Ferro zincato, Acciaio Inox",,EN-1176,10,,,,,,,,,,,,"Zusammengestellt aus:

- Pyramiden -dreieckige Pyramiden -Turmseite 247 cm
- Trianguläre Plattform H 144 cm in Achsen sp. 42 mm
- Bilamellare Holzhalterungen Abschnitt 11.5x11.5 cm + Bodenhalterung
- Kreiskappe für Kopfplattformen in bemalten Stahl
- halbkreisförmige Stäbe in röhrenförmiger Edelstahl
- Kletternraster in TREFOLI in Stahl MM 16 mit Polypropylen bedeckt
- Netto -ausgewachsene Tunnelbrücke mit 16 mm Treformoli oben
- Zwei Objektträger H 144 cm in Polyethylenrotationsform
- Polyethylen ist zu 100% recycelbar
- verzinktes Buroneria -Kit mit Plastikkappen",,,,
tr9inc,,70x120x170,<100,>14 / 140cm,420x370,,,,,,,,"- ISTRUZIONI: 
Rafforza i muscoli della schiena e degli arti superiori, così come i muscoli della zona scapolare.
 Modella perfettamente la parte superiore del busto.
 Sedersi comodamente, afferrare le maniglie. Con un movimento rapido e fluido tirare su le maniglie (circa all’altezza del petto). Tornare alla posizione iniziale.

- MATERIALI: 
Struttura – tubolare acciaio ɸ 114,3x3,6mm, 88,9x3,6mm.  
 Altri elementi tubolari – tubolare acciaio ɸ 48,3x3,2mm, 42,4x3,2 mm, 33,7x2,9 mm e profili 60x40 mm.  
 Appoggio piedi e seduta – lamiera di acciaio spessore 3 mm.

- PROTEZIONE CORROSIONE:
Zincatura  a caldo e verniciatura a polveri.
 Conforme UNI EN 16630:2015-06.
 Resistente a intemperie e raggi UV.","- Instructions: 
Strengthen the muscles of the back and the upper limbs, as well as the muscles of the scapular area. 
 Perfectly model the upper part of the bust. 
 Sit comfortably, grab the handles. With a quick and fluid movement, pull on the handles (about at the height of the chest). Return to the initial position. 

- Materials: 
Structure - tubular steel ɸ 114.3x3.6mm, 88.9x3.6mm. 
 Other tubular elements - tubular steel ɸ 48.3x3.2mm, 42.4x3.2 mm, 33.7x2.9 mm and profiles 60x40 mm. 
 Feet and seat support - 3 mm thick steel sheet. 

- Corrosion protection: 
Warm galvanizing and dust painting. 
 Compliant UNI EN 16630: 2015-06. 
 Resistant to unmipers and UV rays.",,Acciaio Inox,,EN-16630,1,,,,,,https://sketchfab.com/models/ad70a3c40658477d8b7c8153d838037f/embed,,,Lat Pull Down Inclusive,,,"- Anweisungen:
Stärken Sie die Muskeln des Rückens und der oberen Gliedmaßen sowie die Muskeln des Skapularbereichs. 
 Perfekt modellieren Sie den oberen Teil der Büste. 
 Setzen Sie sich bequem und schnappen Sie sich die Griffe. Ziehen Sie mit einer schnellen und flüssigen Bewegung an den Griffen (ungefähr auf der Höhe der Brust). Kehren Sie zur Anfangsposition zurück. 

- Materialien:
Struktur - Röhrenstahl ɸ 114,3 x 3,6 mm, 88,9 x 3,6 mm. 
 Andere röhrenförmige Elemente - Röhrenstahl ɸ 48,3 x 3,2 mm, 42,4 x 3,2 mm, 33,7x2,9 mm und Profile 60x40 mm. 
 Füße und Sitzstütze - 3 mm dickes Stahlblech. 

- Korrosionsschutz:
Warmes Verzierung und Staubmalerei. 
 Konform Uni EN 16630: 2015-06. 
 Resistent gegen Unmipers und UV -Strahlen.",,,,
chl10,,150x131x79,40,,,,,,,Struttura/structure,90,,"COMPOSTO DA:

- Lamiera 6mm in alluminio 
- Verniciatura a polvere 
- Seduta con listoni 93x42 mm
- legno di pino termo tratto","COMPOSED BY:

- 6mm aluminum sheet metal
- Powder coating
- Seating with 93x42mm planks
- thermo drawn pine wood",,"Legno trattato, Alluminio",,,,,,,,,https://sketchfab.com/models/73e88e1527c645ec925e4aceacc442d3/embed,,,Chaise Longue,,,"ZUSAMMENGESETZT DURCH:

- 6mm Aluminiumblech
- Pulverbeschichtet
- Sitzfläche mit 93x42 mm Brettern
- thermisch behandeltes Kiefernholz",,,,
pn05,,200x48.5x45,45,,,,,,,Struttura/structure,90,,"COMPOSTA DA:

- Lamiera 6mm in alluminio 
- Verniciatura a polvere 
- Seduta con listoni 93x42 mm
- Legno di Pino termo trattato","COMPOSED BY:

- 6mm aluminum sheet metal
- Powder coating
- Seating with 93x42mm planks
- Heat-treated pine wood",,"Legno trattato, Alluminio",,,,,,,,,https://sketchfab.com/models/499f61bcc03e4210aa26624f81de96a3/embed,,,Panca senza schienale,,,"Zusammengestellt aus:

- 6mm Aluminiumblatt
- Pulverfarbe
- mit 93x42 mm Listen sitzen
- behandeltes thermisches Kiefernholz",,,,
pnb03,,200x65x86,45,,,,,,,Struttura/structure,90,,"COMPOSTA DA:

- Lamiera 6mm in alluminio 
- Verniciatura a polvere 
- Seduta con listoni 93x42 mm
- Legno di Pino termo trattato","COMPOSED BY:

- 6mm aluminum sheet metal
- Powder coating
- Seating with 93x42mm planks
- Heat-treated pine wood",,"Legno trattato, Alluminio",,,,,,,,,"
https://sketchfab.com/models/8605c12cc1074d7597301037389bb1e1/embed",,,Panca con braccioli,,,"Zusammengestellt aus:

- 6mm Aluminiumblatt
- Pulverfarbe
- mit 93x42 mm Listen sitzen
- behandeltes thermisches Kiefernholz",,,,
pnc130,,⌀130x45,45,,,,,,,struttura/structure,90,,"COMPOSTA DA:

- Lamiera 6mm in alluminio 
- Verniciatura a polvere 
- Seduta con listoni 93x42 mm
- Legno di Pino termo trattato","COMPOSED BY:

- 6mm aluminum sheet metal
- Powder coating
- Seating with 93x42mm planks
- Heat-treated pine wood",,"Legno trattatto, Alluminio",,,,,,,,,https://sketchfab.com/models/b47bbe5667274f57ba85abc67e3c932a/embed,,,Panca circolare 130,,,"Zusammengestellt aus:

- 6mm Aluminiumblatt
- Pulverfarbe
- mit 93x42 mm Listen sitzen
- behandeltes thermisches Kiefernholz",,,,
pnc170,,⌀170x45,45,,,,,,,struttura/structure,90,,"COMPOSTA DA:

- Lamiera 6mm in alluminio 
- Verniciatura a polvere 
- Seduta con listoni 93x42 mm
- Legno di Pino termo trattato","COMPOSED BY:

- 6mm aluminum sheet metal
- Powder coating
- Seating with 93x42mm planks
- Heat-treated pine wood",,"Legno trattatto, Alluminio",,,,,,,,,https://sketchfab.com/models/4c089083959146a9affdc35b4b4f07cc/embed,,,Panca circolare 170,,,"Zusammengestellt aus:

- 6mm Aluminiumblatt
- Pulverfarbe
- mit 93x42 mm Listen sitzen
- behandeltes thermisches Kiefernholz",,,,
pns02,,202x65x86,45,,,,,,,Struttura/structure,90,,"COMPOSTA DA:

- Lamiera 6mm in alluminio 
- Verniciatura a polvere 
- Seduta con listoni 93x42 mm
- Legno di Pino termo trattato","COMPOSED BY:

- 6mm aluminum sheet metal
- Powder coating
- Seating with 93x42mm planks
- Heat-treated pine wood",,"Legno trattato, Alluminio",,,,,,,,,https://sketchfab.com/models/96c6e2f8584b40f98af8f91309af55f0/embed,,,Panca con schienale,,,"Zusammengestellt aus:

- 6mm Aluminiumblatt
- Pulverfarbe
- mit 93x42 mm Listen sitzen
- behandeltes thermisches Kiefernholz",,,,
